count,unique,top,freq
2,2,"Wow what a painful journey you have been in for a long time. Death and grief bring up so many painful reminders of relationships--what they could have been, never were, and what was lost. With death of a family member the family often falls apart for a while... or longer. I hope you can find some support for you and your pain that was occurring before your mom's passing. I also hope you can find someone to help you set boundaries with your sister so you can have your time (as long as you need) to heal from losing your mom and then later figure out how to interact with your sister.",1
6,6,"Believing in God is a matter of faith.  There are many opinions out there for and against God’s existence.  But the real question is not if God is real or not, but, do you want to have faith and decide that he exists?  This is a personal choice.  Reading scripture may help to learn more about those who struggle with believing, but again, you decide if you believe that scripture is true or not.   Praying and asking for a revelation or a confirmation may help as well, but again it is another act of faith. Estoy teniendo dificultad con la idea de: ¿Dios es real o no?Tal vez es una pregunta estúpida, pero algunas veces no sé que es real o no.  Siento que todo el mundo miente. ¿Cómo se si Dios es una de esas mentiras?Creer en Dios es una cuestión de fe.  Hay muchas opiniones en favor y en contra de la existencia de Dios.  Pero la verdadera pregunta no es si Dios existe, pero si tu quieres creer que existe.  Esto es una decisión muy individual.  Leer la Biblia te puede ayudar a conocer sobre algunas personas que han dudado, pero de nuevo, tu decides si las escrituras son reales para ti. Orar y pedir una revelación o confirmación es otro acto de fe, que te puede ayudar.",1
1,1,"I am sorry to hear of these troubles. I see a few issues here. I wonder why you were both trying to get pregnant when the relationship seemed troubled? Some people think that they can fix a broken relationship by getting pregnant, and all this does is bring up more problems.You say you never treated her badly, and I believe you. People in a relationship can still be unhappy even when there is no abuse or mistreatment going on. In fact, giving too much of yourself to the relationship and not having a “self” outside of this relationship can be unhealthy. It takes two whole, healthy, happy people who are that way when they are single to come together to make a whole, healthy, happy couple in a relationship. Expecting your partner to meet all your needs or to provide your happiness is not going to work.There are two books that I recommend you buy and read. One is Codependent No More. The other is Can My Relationship Be Saved?Sometimes when you cling and try even harder to hold onto someone, it makes you both miserable. You cannot change her and cannot change her mind. Sometimes the best thing is to let go. If it is meant to be, you will end up back together again. It seems like this is something that she needs to decide since she is the one that keeps doing the leaving. I suggest backing off and letting her go. Maybe she needs time to clear her head and make up her mind. If it is meant to be, she will come back. If not, use this time to work on being a healthy happy you on your own.",1
1,1,"Well, as far as your boyfriend, sounds like he has received advice from others that is not wise advice.  Leaving is not the answer after a ""big argument"" as you mentioned.  However this is not surprising to me based on his possible age and maturity level.  Having a baby is a lifetime responsibility and there are very few who handle this or who realizes that it requires one to step their game up.  This is something that he has to realize and be encouraged by his parents or a mature adult to do.  Hopefully, someone who has better (wise) advice will talk to him and he will listen.As for you,  how do you handle this situation is your question....you do what you have to do to prepare for your baby, with or without him.  A lot can happen in four years and you don't have time, are not required, and can't wait to see what will happen with him.  You have a LIFE to prepare for,  to feed, to protect, and to love.  Can you tell your baby to wait; I don't want to deal with you now; I need to mature; I will be back to see you later; Hope you will be fine?  Nope!!!   As I always say, you are not alone because there is someone somewhere going through the same or similar thing.  Develop healthy friendships...whether with family, friends or new people who may enter your life.  Your support system will grow and life will go on...with or with him.  Stay focus on you and your baby...",1
1,1,"You are definitely in a frustrating situation.Your friend and the boyfriend are doing what is natural for couples who are in the early stage of their relationship.  Being almost inseparable to the point of overlooking friends, is understandable as long as it doesn't continue for long enough that friends feel hurt.If you feel you would like to one more time tell your friend that you miss your friendship with her and would like her attention, then do so.After expressing your needs as much as possible and if the result doesn't change, then the sad conclusion is that your friend is willing to give you less time and energy than you require from her.",1
1,1,"I'm glad you recognize your own best interest and that your life will be much better without verbal and emotional abuse.One of the terrible results of being abused in a relationship which is expected to be loving, safe and supportive, is that the one who is being abused, starts to question their own judgement, rights, opinions, overall way of thinking.This happens because partners who are intimately involved with one another are very meaningful.  Regardless of how irrational, wrong, mean, selfish, intimidating, thoughtless, a partner is to the other, the person on the receiving side gradually starts questioning whether they are wrong for not accepting these sorts of interactions.Stick with what your own intuition tells you.There is a part within each of us which knows the truth of what is going on.Leaving a relationship is always difficult to some degree.  People are in familiar patterns of daily behavior, no one wants to suddenly ""be alone"", even if this only means showing up as a physical body, not as a truly loving partner, no one wants to start telling others about a breakup, answer questions about it, feel blamed, worry what others think.These are secondary matters to following the truth in your own heart.Listen to yourself about leaving this guy. Your inner self does not lie to you.",1
2,2,"From what you write you've got good motivation to change and awareness as to what you'd like to change. These are very good predictors that you'll be successful in what you'd like to change.Try, the next time you realize you're depending on your bf instead of friends, yourself, to interrupt whatever typical action you'd take.Do something different instead!If when you'd like advice and usually ask your bf, ask a different trusted someone.Or, when you feel lonely, contact a friend or introspect on your own if usually you'd contact your bf.Also, being dependent on a bf is part of a trusting intimate relationship.   Dependency in the sense that you each are reliably available to each other, is a good quality.Only if it seems excessive, such as you're isolating yourself from other close friendships, is dependency on a partner, a problem.",1
2,2,"Have you spoken to him about your fears? Perhaps you can explain this feeling to him and let him know what might lead to feeling more secure.  Also, it is important to trust your intuition!  Perhaps there are good reasons to feel concerned. It may not be paranoia - it may be based in reality!",1
1,1,"There’s a difference between what you want, what you need and what you have. Being able to assertively identify express your wants and needs to your boyfriend may be helpful in times of negotiation. Often couples focus on recounting all the negative traits and issues when is time to negotiate and that impairs the ability to explore and find solutions objectively.You could use couples mediation to learn assertive communication skills and filter the information needed to resolve or negotiate a solution. Mi novio no transa conmigoÚltimamente, mi novio y yo hemos tenido muchos desacuerdos. Todo se debe al hecho de que queremos cosas diferentes.  Yo hago mucho por él, lo cuido y protejo, y al final, el no confía en mí.  Ambos hemos llegado a la conclusión que cuando yo quiero algo que él no quiere, él no está dispuesto a encontrar el punto medio.  No es negociable.  No estoy segura de que hacer. El no confía en mi tanto como quisiera que lo hiciera, a veces siento su enemiga y eso me mata. Hay una gran diferencia entre lo que quieres, lo que necesitas y lo que tienes.  Poder identificar y expresar asertivamente lo que quieres y necesitas en tu relación te ayudara en los momentos de negociación.   Muchas veces las parejas se enfocan en recontar todos los problemas y características negativas a la hora de negociar, y eso les impide hablar claramente del problema presente e identificar soluciones específicas.Pueden usar la mediación de parejas para aprender técnicas de comunicación asertiva y tener asistencia filtrando e identificando la información que les ayudara a resolved o negociar una solución al problema.",1
1,1,"Trust is at the top of what makes a healthy relationship.  It sounds like you may benefit from personal counseling to explore where this jealousy comes from and what keeps you from having complete trust in your boyfriend.  This is not stupid, this is your mind telling you that there is something that needs to be worked through.  Sometimes we need to talk to someone like a counselor who is disconnected from our life to understand our feelings and what they mean in our relationships.",1
1,1,"Are you talking with your boyfriend about his doctor advises on starting to have sex again?Being able to talk together about topics that involve both of you, will establish a new type of intimacy on an emotional level.Also, there are many ways of making love.  If your bf's cyst hasn't yet healed, then another way of both increasing your emotional intimacy and learning different love making suggestions, is to read about these together with him.I hope the two of you enjoy learning new ways of sexually taking care of one another, while developing more emotional closeness in the process.",1
1,1,"It sounds like you are reacting to an issue in communication patterns, rather than a particular word.  The ability to listen considerately to your partner and to have your partner listen to you is one of the keystones of a successful relationship.  If your partner is not listening to, acknowledging and remembering your wishes, that is likely an indicator of some fissures in the foundation of the relationship.",1
1,1,"I am sorry to hear of your relationship struggles. One thing I wonder is did you volunteer the information about your past or is this something that he asked about? In the future, it is probably best to leave details out of conversations like this. I think it is common and natural for partners to ask about the sexual history. For one thing, it is a good idea to be checked for STD’s before entering into a sexual relationship with someone, and it is fair to share that information with each other. Partners usually want to know how many you have been with and what kind of sexual preferences you have or if there is anything you don’t like to do. This gets into a gray area for some people. I don’t necessarily want to know how many people my partner has been with and I certainly don’t want a whole lot of details. Sometimes that is an image I just don’t want in my head about my partner. Vague details are usually enough.However, I understand that your partner has the details and is not happy with your past. This is a reflection on him, not you. This shows insecurities on his part. You cannot control how he will react to information that you provide to him and you cannot control how he feels about the information. The past should remain in the past and not be held against you in the present or future. If he cannot handle your past then it is going to cloud your relationship. You can offer couples counseling to him and see if he will go with you. I have seen relationships recover from some very serious problems such as infidelity. It takes two people who both want it to work to make it work though. If your boyfriend cannot get over your past, you may have to let him go. Don’t keep yourself tied to someone who is not right for you. Constantly holding your past over your head and holding that against you is only going to bring you down and eventually you may start having insecurities or low self-esteem due to this type of treatment. I don’t see that you have done anything wrong. If you aren’t cheating on him now and you answered his questions about your past honestly, how he handles that information is on him. Ultimately, relationships have a tendency to come and go. Don’t fight to hold onto someone who is not right for you. It is okay to be single and enjoy being the best you that you can be. In time, the right person for you will enter your life.",1
2,2,"Well, as hurtful as witnessing your boyfriend's closeness with his female friend, I""m glad you saw firsthand the dynamic of your concern.There isn't anything you can directly do to stop his relationship with this lady.It is possible to influence his side of their relationship.Directly telling him your discomfort with how close the two are, may make him pause before engaging with her in a discussion.  This is nothing to count on since the control is in his hands and not yours.I'm sorry to read that the option to leave this relationship is out of the question.The only way left is to get used to the fact that you don't like this aspect of your boyfriend, and this is a disheartening outlook overall to you and to your relationship overall.If after repeated effort to influence him by your opinions, your effort to adjust to a situation you don't like, if at all possible, consider a longterm plan to discontinue this relationship because by that time it may feel very oppressive in your life.",1
1,1,"Do the two of you ever talk over why he does this or your reaction to it?Are you asking your question because his behavior upsets you or only out of curiosity to understand him better?Basically, first know your own reason for your question.   Then go ahead and tell him if what he does bothers you.  In the best of cases, he doesn't realize how his actions affect you and he will change.",1
1,1,"It sounds like you and your boyfriend are very close.  Do you typically spend most of your time together?  If so, it may be important to reflect on how you feel when you are apart.  If any separation is difficult, you may need to examine why.  Think about what it is that you miss and what you are anxious, upset or worried about.  If you examine the causes of your distress you likely will experience some relief.   It is important to learn how to be happy when you are alone, it will only improve the way you feel when you are with your boyfriend.",1
3,3,"I'm sorry you have tension between you and your bf.A relationship means two people who relate, right?!   If only one person does all the work to change their approach, what they expect, what they offer the other, then this becomes the new problem to solve.If you've already done a significant amount of reflection and change in the way you relate to him, then the next step may be to be patient as long as possible while he decides what to change about his part in the relationship toward you.Substance abuse recovery requires profound effort and reflection.  If it is successful then the result will show very different qualities in your bf than the ones you know currently.He may be so absorbed in the recovery that he can only concentrate on this.   Of course if the fights persist and you have been patient for what feels too long, then there are different questions to address.",1
1,1,"I am sorry to learn of this.  You must be extremely frustrated and heartbroken.  To begin, he is correct.  You have done nothing wrong.  This is entirely a coping mechanism in overdrive.  It is fear.  It is anger.  It is extreme sadness.  It is feelings of abandonment.  It is intense emotional pain.  It is his way of protecting himself from potential unexpected additional loss.I am not familiar with how old this post is, but often, it will require time and understanding.  If he speaks with you, encourage him to get grief counseling.  Do not encourage it for your relationship, encourage it for his betterment coping with losing his dad.  Start there.  Good Luck.",1
1,1,"Every living creature needs time and support to adjust to a new situation.The dog is in a new place without the ability to understand the reason.  This may explain what sounds like the dog's agitation.  Have you spoken with your boyfriend on his opinion on how to address the dog behavior problems?Finding an answer together would be a good way of making your relationship stronger.  A lot of being a couple who live together is talking, listening and deciding together on how to handle major situations.If it is affordable, then a dog behaviorist may be of great help.  The person would guide you in working with the dog to become calmer.",1
1,1,"After eight years and two children’s, people change.  I suggest to talk to him about how you feel, let him know that although he is gone for a long time, his presence as a husband and father are required and important.  Ask him if he will be willing to engage again and how he would like to do so.  Many times when the dads are away, moms design a perfect routine and they feel like they will disturb it.  Make alone time and family time for him, so you can reconnect as a couple and then as a family.¿Cómo trabajo con un esposo que solo contribuye económicamente?Mi novio de ocho amos y padre de mis dos hijos es camionero. El nunca está en casa y solo contribuye financieramente. No provee apoyo en ninguna otra forma. El viene a casa cuando puede, duerme, provee dinero y se va otra vez. No puedo lograr que haga nada conmigo y los niños. Solo duerme y trabaja.Después de ocho años y dos hijos las  personas cambian.  Te sugiero que hables con tu pareja sobre cómo te dientes, déjale saber que aunque el esta fuera la mayoría del tiempo, su presencia como pareja y padre es requerida e importante. Pregúntale si el está dispuesto a comprometerse  ser parte activa de la familia y como lo haría.  Muchas veces cuando los papás están afuera las mamás desarrollan rutinas que luego ellos no quieren interrumpir.  Crea tiempo a solas para dedicarle a el para que puedan reconectar como pareja y luego como familia.",1
1,1,"New York, New York...it's not your boyfriend's lying that concerns me the most; it's the lies you tell yourself. Verbal expressions are easy, but it's walking the walk that's more important in the end. When someone shows you what they're capable of, you can believe them. He's capable of being manipulative and deceitful, and he even lies as he's telling you he'll stop lying. What you're doing is called denial; when you see evidence of something but you choose not to believe the evidence. He might love you with his heart, but love, in the end, is a verb and is based on respectful, loving behaviours. My wish is that you start by believing in what you deserve.",1
1,1,"Hi Michigan,This is a common issue. How do you trust after you know someone is capable of hurting you? I totally get that it's hard, and I believe it's worth it if you truly love and want to be with someone. You can be stronger in the scarred places. I would suggest that you each have a separate job to do to rebuild this trust. It is definitely possible to rebuild it, because anything is possible if both people want it enough.Your boyfriend came clean to you...this is pretty crucial. He chose to honour your needs rather than keep the secret. You can use that as evidence in your ""proof that he loves me"" file. Work on that file...thicken it up. Having a thick ""he does care about me and wouldn't hurt me again"" file will help you. Other things that he can do to help you thicken that file (because after all, his behaviours caused this problem): answer all your questions, don't brush you off if you're feeling insecure, treat you as though you're a priority, avoid questionable contact with other women, have open communication, give you passwords to devices so there is transparency. He can help you to understand where those behaviours came from...why he cheated in the first places (although people aren't always good with those 'why' questions!)You can focus on telling yourself that people change, that he deserves a chance to show you he can be loyal (or at least you've decided to give him that chance), and that you want to be a trusting person. If you act like a trusting person, you will likely feel more like one. Don't go snooping, don't interrogate him. It's normal you might feel scared and try to tell him that when you do. Let him know what happens that leads to you feeling scared.This is a start for you. A good therapist can be helpful too!",1
1,1,"Sorry for you and sorry for the cat because you're each in a tense position.What was the context of your boyfriend adopting a cat since he was aware that this would likely cause problems in the relationship with you?If you don't already know his answer, then find out.  Doing so will tell you a lot about your boyfriend's expectations about you.  Does he expect you to accept without question, whatever he does?  Does he care about your views?  Does a cat have some deep meaning for him that having one is essential to his life and he never told you so?Please don't be mean to the cat.  Its not the cat's fault for being in your boyfriend's care.There are plenty of other cats on this earth so throwing out the cat will not solve anything between you and your boyfriend.Who knows, your boyfriend may come back home with three more cats!Start with a conversation about your feelings and his interest in your feelings.",1
1,1,"Trust your intuition that your boyfriend is involved with other people.You gave examples which strongly suggest this.Quite commonly, a person twist someone's words to convince then of having problems in seeing or understanding their own and other's behavior.Your intuition is again working quite well in telling you that your problem is having a boyfriend who manipulates you, not that you're seeing things incorrectly.One way to check if you're totally misreading him, is to examine whether you feel similarly in other relationships.If no one else who knows you tells you that you're crazy, then this strongly points to your boyfriend twisting words so that you feel wrong.Also, a consult with a therapist would clarify the dynamics between you and your boyfriend.A therapist session would also allow you to think out loud in a confidential discussion, what to do with your newfound clarity!",1
3,3,"There could be many reasons that you push your boyfriend away. It could be part of how you were raised, it could be because of culture, it could even be your own insecurities about yourself that are then outwardly manifested in you ""pushing"" him away. What is important in all this is that you both find a way to connect. So what if you aren't a hugger, a kisser, or a toucher you have to find what works for the both of you and your relationship. There are many ways to show affection that aren't physical (words of affirmation, giving of time and/or gifts, etc). If your boyfriend wants the physical attention then work on ways that are comfortable for the both of you making sure to start out slow and to work your way up to more physical touching.",1
2,2,"First off, don't blame yourself or be too quick to jump to any scary conclusions.  Human sexuality can be incredibly complex at times (e.g., what turns us on at one time may not be what turns us on the next time). There could actually be a number of things going on including him having performance anxiety...maybe he had a bad experience with a previous partner that's left him scared to try again (we call this operant conditioning).  It could also be that he puts you in a different category than previous lovers.  Sometimes I refer to this as the ""hooker-housewife mentality"" where a partner somehow gets the idea that when we truly fall in love, we treat that one differently; almost up on a pedestal.  Drives many partners crazy until they're aware that this is going on and give their boyfriend/ girlfriend permission to enjoy both the naughty and the nice with them. It could also be that he's not even aware that he's not doing these things. If you haven't asked him yet, you might try gently approaching the subject when you're not already in the bedroom or trying to get in on and inquire what he most enjoys about sex with you (or has enjoyed in the past, or thinks he might enjoy).  You can also share your favorite highlights of sex with him.  Give him an ego boost and tell him what he does well while then asking him if he'd be down to go downtown.  ""Baby, it REALLY turns me on when you kiss me during sex.""If you continue to get the impression that it's somehow only about YOU or that he's just really hesitant to talk about sex in general, you might see if he'd be cool to chat with a counselor who specializes in sexual intimacy.",1
1,1,"Hi, Ontario. I live in the other Ontario; in Canada. I'll try to help you sort this out. You have a long list of complaints about your boyfriend! It sounds like he's maybe a bit immature and moody, and these things affect you, for sure. I get it. It's got me curious, and if I was working with you, I'd want to know a lot more about how long you've been together and what's actually working well between you two. I would also ask a lot of questions about the details of your description. What tells you he's 'sneaky'? Does he lie? How do you know he lies to you? Also, are you wanting to make things better with him, do you just want an ear to vent to, are you looking for validation, or do you hope someone will help you wake up to an unhappy situation?  It helps me if I know what you want.Whenever I meet someone who has a lot of complaints about their partner or boyfriend, I encourage them first to look at the language they're using. Some of your words tell me that you think you know what he's thinking (that he wants to fight so he can leave, that he thinks he's perfect). It's always tricky when we assume what someone's thinking, and in an argument or dialogue, these kinds of statements tend to lead to defensiveness and an escalated argument. I'd encourage you to focus on his actual behaviours and how they affect you, rather than the motives or beliefs you think are behind the behaviours (because you really can't know what he's thinking unless he tells you). As a general rule, the ""When you do X, I feel Y"" sentence goes far in helping others understand what we feel.So, it's fair to say ""when you lie to me, I can't trust you"", or ""when you end our date early to hang with your friends I feel like I'm not important to you"", or ""your mood swings are difficult for me"", or ""I don't seem to get apologies from you"". Try to focus on his actual behaviour when you talk to him about this stuff. A relationship counsellor can help you each understand the other better beyond the surface behaviours if you want to improve the relationship.That said, I have to ask...if you haven't been with Mr. Not So Great for very long, is it maybe time to rethink the relationship? Unless there is a balance of really loving and positive behaviours that you're leaving out, you don't seem happy. A good therapist can help you understand why you are stuck in an unhappy relationship, if that is what's happening. There's a lot to sort out here...how to communicate about your needs, how to know when to call it quits if something doesn't feel good... I wish you the best as you continue to examine these questions with assistance from friends or professionals.",1
1,1,"Hi Greenville, I respect that you're owning your own overreactions, and that you want to give your boyfriend the respect he deserves. The truth is that some people cheat, and some don't, and our partners deserve the benefit of the doubt unless they show signs they can't be trusted.The answer here is in two different areas. Basically, if you want to feel differently (more trusting, in your case), you look at your thoughts, and your behaviours.Your thoughts are stuck... like tires in deep ruts in the road. These thoughts are only habits, they don't reflect the truth. Fear is probably whispering in your ear things like ""everyone cheats"", or "" you're not enough for him"". Once you figure out what fear is trying to tell you, picture those words in red next time they come up. Ask yourself what the evidence is that supports that thought (there won't be much...perhaps none), and what is the evidence that doesn't support it (I know lots of good men, I know I deserve love and loyalty, there is no sign of infidelity...). You're learning to refute the thoughts that are connected to the fear. That's the first half. Practise these thoughts.The rest of the work is in your behaviours. Act as though you trust him. Force yourself to not check or interrogate, and the less you check, the less obsessive and untrusting you will feel. Acting ""as if"" something if true strangely helps us believe it.It's possible to change the way we think, and this is turn changes the way we feel. Try this to start, and see a therapist for support and cognitive behavioural therapy if you want to dive more deeply into why this is happening and how to stop it. Good luck!",1
1,1,It's never to late to get help with grief.  Get help as soon as possible before you are feeling the same way 5 years from now.  You will always miss your Dad but getting help with coping with his loss will make life easier to live.,1
1,1,I'm sorry to hear that you are unable to get through to your parents. It sounds like you are experiencing a great deal of anxiety that needs to be addressed by a professional (despite the fact that you are unable to at the moment). I would recommend talking with another adult such as a school counselor that can offer you support in this area. Perhaps they can work with you on your anxiety issues and schedule a meeting with your parents so that he/she may help mediate the conversation with them.If you are unable to reach out to a school counselor maybe you can try a member of the family such as an aunt or an uncle that feels comfortable addressing the issue with your parents. Sometimes it helps hearing it from a third party before the situations is taken seriously enough.Good luck!,1
1,1,"Bipolar disorder has a lot of different components. If this is a one-time event, it could be that your daughter had an intense moment of anger and the phrase of asking her to ""calm down"" may have made her feel as though you weren't understanding what she was saying. Bipolar disorder also includes feelings of depression. When this is coupled with intense anger and acting or speaking without thinking, these can be part of bipolar disorder, but that wouldn't be the whole picture of what bipolar disorder would look like. It may be helpful to track differences that you notice in your daughter's mood and any patterns related to the times of day or what seems to lead her to be upset. Patterns are very helpful in figuring out what is happening.",1
1,1,"I couldn't help but notice that you did not specify your age, so I am unable to set the total chronological order and length that you have suffered in this way, but I want to start by commending you on seeking out additional coping techniques on your own.  Unfortunately, it sounds like you were offered some that were more dangerous than helpful, but be proud that you were able to curb those before they caused too much harm. From what you have written, stress has always been a difficult thing for you to manage.  Often, when I am working with those who offer the same concern, there is a degree of people pleasing that comes with that stress.  When we are trying to make others happy, especially when we are unable to distinguish the proper ""rules for success"", it can make even the simplest of tasks overwhelming. Stress management is just that, management; of our own anxieties about the needs of others, about our skills and the ability to complete a task and having multiple requests at any given time. Each of these aspects requires a separate sets of ""tools"" to manage them accordingly. For example, assertiveness communication training could aid in communicating with your colleagues to manage their expectations of your deadlines and abilities, but it will not assist you with managing your own anxieties. Try to separate the different areas of the problem, in order to help yourself to find a solution and work on them in their own time. Perhaps keeping a journal will help you to better understand why you are so easily overwhelmed by stress and help you track some of your less-helpful responses to stress. For example, does a certain person's style of communication always make you feel undervalued and therefore push you to finish their requests first? Is there a certain time of the day where you start to fall off in productivity?  Is that the time fo the day where you also tend to pile up your requirements?Try to ask yourself some of these harder questions and see where they lead you.",1
3,3,"I do not think there is such a thing as a psychotic seizure, however, there is something called a pseduoseizure or psychogenic non-epileptic seizure. Basically, this is when a person shows signs of a full-on seizure (such as falling and convulsing) but they are not producing brain waves consistent with a seizure. Psedoseizures tend to be brought on by high stress, emotional challenges, and trauma history. You can learn more here, https://www.ncbi.nlm.nih.gov/books/NBK441871/ Still, the best way to now what your doctor meant would be to ask them! :)",1
1,1,"Did you take the medication the way the psychiatrist prescribed it?  Did you follow up with her/him to report how it was going?  Different medications work differently with different people.   It's not always the first one that helps.  And some of the medications take some time to have an effect.  Give the doctor the chance to help you. I suggest you find a certified CBT therapist to help you examine your thinking.  www.AcademyofCT.org has listings of the finest CBT clinicians.  In the meantime, do some ""anxiety fasting"" by taking a few minutes to do something nice for yourself right now.  I hope you feel better soon.  ~Mark (www.MarkMorrisLCSW.com and www.LivingYes.org)",1
1,1,"There are a lot of pieces to the decision of whether to stay or leave. Can you have open conversations about your concerns? Is he able to listen to that? I'm not sure how you know for sure that he lies and cheats, but does he recognize these things as problems? Which part of you is bigger: the part of you that wants to stay or the part of you that wants to leave? Can you consider what you want, wish for, and desire while also considering the same for him? Can he do that for you?",1
2,2,"I'm truly sorry to hear that your relationship is causing you such distress at this time. When we are in relationships, trust is so integral to our satisfaction within the relationship.  Often, when we feel we are required to prove ourselves, feelings of resentment can replace those feelings of wanting to be supportive.  In situations like this, I often recommend being open and honest in your communication with your partner.  Your fears about his response are valid, as he made an assumption which you cannot disprove because you cannot battle against a shadow fact. If you feel comfortable doing so, you can always ask him why he is so concerned you are unable to remain faithful and challenge those beliefs with the facts that disclaim them.  You can also ask your partner what it is that he needs from you to help you to help him trust in your responses.  In the end, these are issues that you cannot conquer for him - you can only guide him and show him the path towards trust.  You may suggest couples counselling or that he seek out a professional to talk to, as well.  But in terms of your question, only you can decide whether you feel you can remain in a relationship in which you defend yourself against an uncommitted offense.",1
1,1,"The specific laws about this will vary from state to state.  Generally, the only way to ""force"" someone to get mental health care is if they pose an imminent theft of harm to themself or someone else, or if they are unable to care for themself.  More importantly, is dealing with your safety.  Most states have laws that make stalking a crime. You might want to think about filing a police report and obtaining a restraining order against him.  You could also think about contacting a local counselor. While you can't force him to get help with moving on from the relationship, counseling could help you to deal with what is going on.",1
7,7,"For you and your fiance to move past this, he needs to accept you just the way you are.  Being that you mentioned that you both come from a Christian background, maybe you could start there, he needs to forgive and trust your love for him.  His insecurities stem from something bigger than you not being a virgin.  Since this is the man, you are willing to spend the rest of your life with, be patient and help him find the help he needs.  Talk about your commitment to him and reassure him that your history does not have to affect your relationship.  Lastly, Pre-Marital Counseling can help you and him to open up about other things that might affect the marriage later.God Bless You Both, Mirella~",1
3,3,"Hello, It doesn't feel good when it seems that your partner no longer cares or cares less for you, especially if your feelings have not changed. It can be scary, frustrating, and lonely. Have you tried talking to him about your concerns? I would suggest to start there. There may be several reasons for his actions, some of which may have nothing to do with how he feels for you. Learning about what is going on for him will likely answer your questions and, depending on his response, may cause some relief. When initiating conversations about subjects that are sensitive, there are a few things that you want to remember. Tell him how you are feeling and what you are experiencing, rather than blaming him or telling him what he is doing wrong. Avoid using extreme, black and white language (i.e. always and never). For example, you may say something such as, ""I feel confused that we are rarely intimate and I'm wondering if you've also noticed this change"" versus ""You are never intimate with me anymore."" Don't be afraid to ask him questions. You deserve to know what is going on, as his behavior is effecting your well being. I like to ask open-ended questions instead of yes and no questions. It allows for more clarity and deeper explanation. Lastly, ask yourself (and possibly him) what part you play in the recent changes. Does he feel that you've been distant? Does he need something from you? Let him know that you are willing to work things out as a team. If communication attempts fail, seeing a couple's therapist can be a great benefit. Having an objective party to coach you through this difficut time can give you the support that will create lasting changes in your relationship.Best of luck to you!",1
11,11,"Infidelity is common. In a largest study conducted to date about 10-15% of women and 20-25% of men admitted to being unfaithful while in a monogamous relationship. You are not alone and you can get through this just like countless couples have done before you. First of all, you need to know that although there may be reasons for his behaviour (e.g., not feeling sexually satisfied) those are not excuses. He could have chosen to masturbate instead of cheating on you, right? Your partner needs to own his choices and if he is capable of doing it and is truly willing to work on the relationship with you to make it stronger, more transparent and more fulfilling for both of you, then there is hope. The question is : are you willing to put in all this extra work? Forgiveness is not easy and it may take a lot of time and effort for you to consciously choose to trust again. It won't just happen if you don't work on it. And yes, it's unfair that you are being asked to work on this, when he is the one who had been unfaithful. Even though it is hard, you need to be able to let go at some point of having all the power in the relationship, because right now you have it as the one who had been cheated on. You cannot hold on to being the victim forever because it will create an imbalance in your relationship making it less healthy in the long-run. All of this is hard work. Is he and this relationship worth it? Are you equally committed to making it work? If so, don't abandon this relationship just yet. Work on it together (ideally get a few sessions with an experienced couple counsellor) and see where that gets you. For additional specific ideas check out my tips for how to deal with infidelity in a relationship. Good luck!",1
2,2,"I'd be more worried generally about a fiancee who assumes you are responsible for tracking what in fact are his responsibilities, than about the anger per se.What you describe holds the seeds of classic abusive behavior, which is blaming the partner for what in fact are the person's own responsibilities.Start by withdrawing yourself from paying his bills.If he is on his own in terms of tracking what and when is due regarding his auto policy, then surely the only one for him to blame will be himself.Stay clear of involving yourself in doing favors for him if the favor involves something that he is the one accountable.Tell him it is so the relationship remains fair for each of you.",1
1,1,"Oh Chino, I only have half the picture here so I will be cautious. There's a chicken and an egg, and I don't know which came first. One thing I see clearly is that your fiance will always have to have communications with his ex, because they have children. Can you accept that? When suspicion and insecurity come along, your job is to look at the big picture and the real picture. Is there any real evidence that he is cheating? Remember that texting his ex is not evidence alone if the communications are about the kids. Has he earned your trust? If so, then it's not fair to punish him for the betrayals of others. He's not your ex. Reassure your heart that you are his priority if the larger evidence supports that. At the same time, you can let him know what your triggers are. For example, hiding his phone doesn't send you a good message, right? See, this is the chicken and the egg...is he hiding the phone because you've been overreacting when he gets a text?  So let him know you won't blow up about him getting a text if he doesn't conceal or password his phone. Transparency helps build trust. You have sensitivities, and it helps you a lot if he's aware of them and willing to try not to do things that trigger fear. Let him know when you get scared, and hopefully he'll give you the openness and security you need in order to trust him and act as if you trust him.  :)",1
1,1,"Congrats on your upcoming wedding!Have you told the thoughts you write here, to your fiancé ?This is the place to start since you clearly are unhappy with a part of his and now your life, which will be with you for quite some time.",1
2,2,"I don't know much about the dynamics of your relationship, but I want to say that you cannot possibly be responsible for anyone else's happiness.  If you are interested in a good read on this topic, I highly recommend The Four Agreements by Don Miguel Ruiz.",1
1,1,"It sounds like you have been a positive support for your fiancee. There is no doubt that this situation is a great challenge for the both of you. While it may feel like you are responsible for her health and happiness, it is important that you understand that you, on your own, won't be able to resolve her mental health issues. Based on what you have explained, it sounds like she needs to get a medical and/or psychiatric evaluation. Whether or not she decides to take medication is her (and your) decision, but keeping an open mind about treatment options is important. I suggest that she see a therapist on her own in order to better understand and cope with her anxiety and depression, especially given her suicidal thoughts. You would also likely benefit from therapy, individual or couple's therapy, in order to address how you are feeling and best learn how to support her and your relationship. I wish the very best for both of you and hope that things will improve sooner than later.",1
